Date,PG,KO,JNJ,WMT,MSFT,AAPL,MCD,HD,DOCU,META,NVDA,NFLX,AMD,TSLA,V,UNH,GOOGL,BRKb,JPM,PEP
20/9/2024,174.22,71.64,164.16,79.06,435.27,228.20,296.83,389.86,57.97,561.35,116.00,701.03,155.95,238.25,284.77,575.00,163.59,455.31,211.09,172.11
19/9/2024,171.54,70.62,164.82,78.04,438.69,228.87,293.85,390.34,57.91,559.10,117.87,704.32,156.74,243.92,285.24,577.07,162.14,459.71,210.48,171.18
18/9/2024,173.92,71.75,166.15,79.03,430.81,220.69,292.03,384.01,56.64,537.95,113.37,690.47,148.29,227.20,288.48,580.65,159.81,456.60,207.53,174.66
17/9/2024,175.88,71.80,167.07,78.60,435.15,216.79,293.75,383.24,55.69,536.32,115.59,706.91,150.82,227.87,291.56,577.96,159.32,456.68,209.25,175.21
16/9/2024,177.24,72.10,166.99,80.56,431.34,216.32,296.69,382.01,56.76,533.28,116.78,696.50,152.08,226.78,290.48,589.14,158.06,451.78,207.86,176.87
13/9/2024,174.08,71.41,165.52,80.60,430.59,222.50,296.53,379.99,56.63,524.62,119.10,697.06,152.31,230.29,287.35,594.32,157.46,447.61,204.32,177.21
12/9/2024,173.47,71.23,164.64,79.66,427.00,222.77,292.35,374.43,56.49,525.60,119.14,686.80,150.77,229.81,285.37,588.42,154.69,450.87,206.60,177.36
11/9/2024,173.92,71.08,164.82,78.84,423.04,222.66,290.23,370.49,55.31,511.83,116.91,681.47,149.86,228.13,283.96,589.75,151.16,453.10,207.23,177.25
10/9/2024,177.79,71.55,167.38,78.81,414.20,220.11,291.27,370.87,54.56,504.79,108.10,673.62,142.84,226.17,285.34,599.03,148.66,458.92,205.56,175.78
9/9/2024,176.06,71.85,166.61,77.34,405.72,220.91,291.29,365.52,56.04,504.79,106.47,675.42,138.15,216.27,285.61,594.10,148.71,459.61,216.81,177.81
6/9/2024,175.59,71.14,164.38,76.64,401.70,220.82,289.51,360.05,59.19,500.27,102.83,665.77,134.35,210.73,279.37,596.88,150.92,459.42,212.46,178.19
5/9/2024,175.47,71.17,164.99,76.96,408.39,222.38,287.97,361.85,56.93,516.86,107.21,683.62,139.44,230.17,278.62,595.49,157.24,464.92,217.63,177.34
4/9/2024,175.90,72.56,167.36,77.24,408.90,220.85,288.03,364.67,57.42,512.74,106.21,679.68,140.87,219.41,280.49,604.18,156.45,478.57,219.33,179.30
3/9/2024,174.52,73.01,167.16,77.17,409.44,222.77,285.52,364.74,57.91,511.76,108.00,675.32,136.94,210.60,278.54,598.68,157.36,476.83,220.30,178.52
30/8/2024,171.54,72.47,165.86,77.23,417.14,229.00,288.66,368.50,59.21,521.31,119.37,701.35,148.56,214.11,276.37,590.20,163.38,475.92,224.80,177.54
29/8/2024,170.03,72.05,164.23,76.42,413.12,229.79,287.86,367.06,59.03,518.22,117.59,692.48,145.49,206.28,274.32,591.57,161.78,468.37,222.21,172.88
28/8/2024,169.06,71.75,163.92,76.08,410.60,226.49,287.05,372.69,57.66,516.78,125.61,683.84,146.36,205.75,269.19,588.54,162.85,464.59,221.29,172.09
27/8/2024,169.25,71.50,162.95,76.13,413.84,228.03,289.64,373.18,58.46,519.10,128.30,695.72,150.50,209.21,270.72,587.35,164.68,460.63,220.18,173.92
26/8/2024,170.35,70.84,164.61,76.03,413.49,227.18,288.68,374.11,58.72,521.12,126.46,688.44,149.99,213.21,268.21,587.13,166.16,454.49,219.17,175.30
23/8/2024,169.17,69.79,164.13,75.70,416.79,226.84,289.52,375.59,57.44,528.00,129.37,686.73,154.98,220.32,267.44,584.51,165.62,453.38,218.31,175.97
22/8/2024,170.15,69.33,162.35,75.58,415.55,224.53,289.21,365.36,56.70,531.93,123.74,688.96,151.70,210.66,267.94,578.72,163.80,449.03,216.63,175.87
21/8/2024,170.16,69.57,161.43,75.24,424.14,226.40,289.71,370.46,56.79,535.16,128.50,697.12,157.81,223.27,268.20,578.07,165.85,446.60,214.60,175.74
20/8/2024,170.41,69.38,160.16,74.54,424.80,226.51,285.63,367.27,56.87,526.73,127.25,698.54,156.40,221.10,268.04,580.65,167.18,448.36,214.52,175.21
19/8/2024,168.42,68.98,159.63,73.72,421.53,225.89,287.55,363.07,57.19,529.28,130.00,688.53,155.28,222.72,266.47,578.78,166.67,448.77,215.45,175.85
16/8/2024,167.89,69.18,159.39,73.45,418.47,226.05,278.49,362.06,56.80,527.42,124.58,674.07,148.56,216.12,267.38,577.68,162.96,444.51,213.97,173.82
15/8/2024,167.92,68.65,159.09,73.18,421.03,224.72,274.87,360.07,56.46,537.33,122.86,663.22,147.36,214.14,266.80,579.61,161.30,440.84,211.55,172.62
14/8/2024,168.80,68.58,158.48,68.66,416.86,221.72,271.15,355.66,55.59,526.76,118.08,661.68,140.75,201.38,261.14,579.67,160.37,438.47,210.24,172.52
13/8/2024,167.29,68.46,158.39,68.13,414.01,221.27,270.31,350.07,53.59,528.54,116.14,648.02,141.13,207.83,260.13,574.24,164.16,432.41,207.94,173.71
12/8/2024,166.81,68.17,159.88,68.70,406.81,217.53,269.46,345.81,52.02,515.95,109.02,633.14,136.77,197.49,259.89,565.29,162.29,430.39,206.19,172.37
9/8/2024,170.54,68.68,160.62,67.95,406.02,216.24,267.91,348.64,52.52,517.77,104.75,633.94,134.27,200.00,259.76,558.76,163.67,431.67,205.80,171.42
8/8/2024,170.87,68.73,160.22,67.66,402.69,213.31,271.19,348.34,52.10,509.63,104.97,630.35,136.32,198.84,259.83,566.24,162.03,431.54,204.06,172.39
7/8/2024,170.02,68.46,158.90,66.91,398.43,209.82,269.37,342.40,51.05,488.92,98.91,611.48,128.67,191.76,256.52,566.08,158.94,427.02,200.40,172.37
6/8/2024,168.09,68.05,158.97,67.74,399.61,207.23,270.06,353.91,50.58,494.09,104.25,609.57,130.18,200.64,258.26,568.35,158.29,422.14,200.34,171.79
5/8/2024,168.06,68.10,161.25,67.59,395.15,209.27,268.45,350.01,49.73,475.73,100.45,598.55,134.82,198.88,256.44,569.96,159.25,413.72,194.90,172.49
2/8/2024,170.08,69.33,164.14,68.46,408.49,219.86,276.69,355.43,51.73,488.14,107.27,613.64,132.50,207.67,266.58,589.83,166.66,428.36,199.14,174.04
1/8/2024,165.69,67.96,160.76,69.79,417.11,218.36,268.75,358.58,53.61,497.74,109.21,624.85,132.54,216.86,265.93,572.77,170.76,431.81,207.96,178.04
31/7/2024,160.76,66.74,157.85,68.64,418.35,222.08,265.40,368.16,55.48,474.83,117.02,628.35,144.48,232.07,265.67,576.16,171.54,438.50,212.80,174.96
30/7/2024,161.70,67.68,161.33,69.19,422.92,218.80,266.44,363.69,55.43,463.19,103.73,622.58,138.44,222.62,263.10,576.33,170.29,441.26,215.19,172.67
29/7/2024,169.93,66.83,158.56,69.62,426.73,218.24,261.42,361.67,55.77,465.71,111.59,626.96,139.75,232.10,261.60,566.75,169.53,438.31,210.85,173.18
26/7/2024,169.11,67.05,160.64,69.78,425.27,217.96,252.00,359.51,55.90,465.70,113.06,631.37,139.99,219.80,259.46,569.72,167.00,437.66,212.24,173.21
25/7/2024,166.90,66.07,159.64,70.02,418.40,217.49,251.46,353.29,55.10,453.41,112.28,634.09,138.32,220.25,253.74,559.68,167.28,433.29,208.67,172.75
24/7/2024,168.00,65.81,156.28,70.60,428.90,218.54,253.37,350.31,53.80,461.27,114.25,635.99,144.63,215.99,254.17,559.75,172.63,432.80,208.59,171.02
23/7/2024,166.62,64.96,152.35,70.65,444.85,225.01,254.05,359.62,56.11,488.69,122.59,642.76,154.00,246.38,264.79,554.70,181.79,434.01,210.33,168.17
22/7/2024,168.25,64.77,154.24,70.38,442.94,223.96,259.54,363.25,56.62,487.40,123.54,647.50,155.87,251.51,267.71,558.53,181.67,435.98,210.28,166.28
19/7/2024,167.96,65.29,154.69,70.75,437.11,224.31,257.28,363.36,55.89,476.79,117.93,633.34,151.58,239.20,265.46,565.33,177.66,434.47,209.78,167.66
18/7/2024,168.44,65.19,155.42,70.82,440.37,224.18,259.52,366.08,54.59,475.85,121.09,643.04,155.77,249.23,269.15,564.34,177.69,441.82,209.98,169.36
17/7/2024,169.44,65.21,156.58,71.03,443.52,228.88,261.00,371.89,56.18,461.99,117.99,647.46,159.43,248.50,272.70,573.28,181.02,445.61,216.87,170.37
16/7/2024,166.95,64.27,151.01,69.99,449.52,234.82,257.27,369.12,56.90,489.79,126.36,656.32,177.55,256.56,269.25,548.87,183.92,438.90,213.62,169.89
15/7/2024,164.58,63.41,149.24,69.61,453.96,234.40,251.53,358.46,57.13,496.16,128.44,656.45,179.83,252.64,268.45,515.37,186.53,434.42,210.05,164.76
12/7/2024,166.61,63.70,149.88,69.24,453.55,230.54,253.90,359.77,56.38,498.87,129.24,647.60,181.61,248.23,265.74,511.53,185.07,424.44,204.94,163.86
11/7/2024,165.54,63.10,149.70,69.80,454.70,227.57,254.80,353.79,54.29,512.70,127.40,652.75,181.94,241.03,262.55,504.36,185.57,418.78,207.45,166.38
10/7/2024,166.80,62.83,149.43,70.41,466.25,232.98,250.49,344.18,53.79,534.69,134.91,677.65,183.96,263.26,263.00,500.93,191.18,413.79,207.80,163.95
9/7/2024,165.66,62.69,147.05,69.90,459.54,228.68,245.82,337.09,51.91,530.00,131.38,685.74,177.10,262.33,265.44,492.11,188.98,410.52,207.63,163.59
8/7/2024,166.52,62.96,145.48,69.68,466.24,227.82,247.85,339.60,53.83,529.32,128.20,685.74,178.69,252.94,266.40,489.34,189.03,409.08,205.17,161.90
5/7/2024,165.21,63.76,146.48,70.04,467.56,226.34,251.09,334.58,54.46,539.91,125.83,690.65,171.90,251.52,270.36,488.01,190.60,411.17,204.79,162.12
3/7/2024,163.83,63.33,145.69,68.24,460.77,221.55,250.00,333.64,54.13,509.96,128.28,682.51,163.90,246.39,268.99,489.89,185.82,405.77,208.69,164.39
2/7/2024,163.90,63.15,146.03,68.07,459.28,220.27,247.79,334.97,54.32,509.50,122.67,679.58,164.31,231.26,268.23,498.24,185.24,407.10,208.83,162.60
1/7/2024,162.72,63.28,146.44,67.48,456.73,216.75,249.99,336.19,55.14,504.68,124.30,673.61,157.69,209.86,263.24,494.65,182.99,405.19,205.45,163.58
28/6/2024,164.92,63.65,146.16,67.71,446.95,210.62,254.84,344.24,53.50,504.22,123.54,674.88,162.21,197.88,262.47,509.26,182.15,406.80,202.26,162.89
27/6/2024,166.62,63.91,145.80,67.88,452.85,214.10,258.17,341.49,52.69,519.56,123.99,684.34,159.47,197.42,266.59,486.44,185.41,407.95,199.17,164.93
26/6/2024,167.45,64.05,146.82,68.29,452.16,213.25,257.83,341.82,51.62,513.12,126.40,677.69,157.54,196.37,273.60,484.04,183.88,410.26,197.43,166.26
25/6/2024,166.85,63.84,147.19,67.42,450.95,209.07,257.38,338.32,51.54,510.60,126.09,672.41,160.25,187.35,273.53,484.50,184.03,410.97,198.07,166.74
24/6/2024,168.45,63.97,149.12,68.90,447.67,208.14,260.38,350.88,51.69,498.91,118.11,669.02,160.25,182.58,276.30,489.98,179.22,413.98,198.88,167.35
21/6/2024,168.26,62.77,148.75,67.91,449.78,207.49,259.39,355.80,52.74,494.78,126.57,686.12,161.23,183.01,275.22,482.59,179.63,409.62,196.30,168.08
20/6/2024,167.67,62.18,147.78,68.01,445.70,209.68,253.80,353.44,52.20,501.70,130.78,679.03,161.78,181.57,276.82,484.52,176.30,409.15,198.67,167.28
18/6/2024,168.56,62.63,145.65,67.60,446.34,214.29,250.79,353.87,50.97,499.49,135.58,685.67,154.63,184.86,273.62,481.05,175.09,407.95,197.00,166.68
17/6/2024,167.50,62.62,145.95,67.42,448.37,216.67,253.51,349.50,51.03,506.63,130.98,675.83,158.40,187.44,271.17,489.23,177.24,407.32,194.98,166.48
14/6/2024,166.79,62.55,145.54,67.02,442.57,212.49,253.58,346.84,50.84,504.16,131.88,669.38,159.63,178.01,270.66,497.12,176.79,405.54,193.78,166.14
13/6/2024,166.41,62.99,145.45,66.70,441.58,214.24,253.70,347.88,51.18,504.10,129.61,653.26,159.90,182.47,271.19,497.30,175.16,405.92,193.66,163.81
12/6/2024,165.18,62.88,145.41,66.31,441.06,213.07,254.48,344.14,51.32,508.84,125.20,650.06,160.24,177.29,270.32,493.07,177.79,408.77,191.53,163.33
11/6/2024,167.48,63.55,146.76,66.73,432.68,207.15,254.28,335.72,52.07,507.47,120.91,648.55,158.96,170.66,274.67,496.22,176.62,408.50,194.36,163.83
10/6/2024,167.35,63.59,147.13,66.96,427.87,193.12,253.81,332.56,50.99,502.60,121.79,644.50,160.34,173.79,275.04,495.00,175.01,410.81,199.61,165.07
7/6/2024,167.06,63.91,147.08,65.88,423.85,196.89,256.21,327.03,52.05,492.96,120.89,641.47,167.87,177.48,278.67,490.69,174.46,413.72,199.95,165.90
6/6/2024,168.47,64.15,146.42,67.15,424.52,194.48,260.72,331.10,54.60,493.76,121.00,648.52,166.78,177.94,277.04,501.92,176.73,411.08,196.91,171.04
5/6/2024,166.05,63.92,145.97,67.09,424.01,195.87,259.99,330.26,53.54,495.06,122.44,650.27,166.17,175.00,274.50,503.12,175.41,409.85,197.26,173.20
4/6/2024,167.01,63.94,147.80,66.60,416.07,194.35,262.72,328.26,53.20,476.99,116.44,631.62,159.99,174.77,272.42,505.49,173.79,409.53,199.16,173.49
3/6/2024,164.65,62.93,147.74,65.82,413.52,194.03,259.75,328.01,53.44,477.49,115.00,633.79,163.55,176.29,270.38,497.44,173.17,414.79,201.82,173.89
31/5/2024,164.54,62.93,146.67,65.76,415.13,192.25,258.89,334.87,54.74,466.83,109.63,641.62,166.90,178.08,272.46,495.37,172.50,414.40,202.63,171.23
30/5/2024,162.58,61.97,145.28,64.89,414.67,191.29,252.07,329.18,54.69,467.05,110.50,647.66,166.75,178.79,271.30,481.65,172.11,408.61,199.33,172.90
29/5/2024,161.65,61.70,144.44,64.92,429.17,190.29,249.37,325.91,58.50,474.36,114.82,654.62,165.14,176.19,268.86,484.72,175.90,404.09,198.11,170.48
28/5/2024,163.11,61.82,144.38,65.04,430.32,189.99,253.54,328.70,57.71,479.92,113.90,649.00,171.61,176.75,270.98,503.68,176.40,403.90,199.50,171.15
24/5/2024,165.33,62.00,146.97,65.38,430.16,189.98,258.11,325.10,56.93,478.22,106.47,646.75,166.36,179.24,274.49,508.17,174.99,407.41,200.71,173.38
23/5/2024,165.49,62.09,149.70,64.84,427.00,186.88,257.93,326.89,57.32,465.78,103.80,635.67,160.43,173.74,274.23,516.83,173.55,405.88,196.92,177.99
22/5/2024,167.81,63.00,153.50,65.25,430.52,190.90,265.77,330.59,58.04,467.78,94.95,640.47,165.52,180.11,275.58,521.35,176.38,413.99,198.31,179.27
21/5/2024,168.35,62.91,151.24,65.15,429.04,192.35,265.87,336.15,59.89,464.63,95.39,650.61,164.66,186.60,275.95,523.55,177.85,414.37,199.52,182.09
20/5/2024,167.31,62.57,151.27,64.18,425.34,191.04,267.87,337.82,60.50,468.84,94.78,640.82,166.33,174.95,278.54,517.23,176.92,413.00,195.58,181.08
17/5/2024,167.64,63.03,154.64,64.65,420.21,189.87,272.38,344.21,60.22,471.91,92.48,621.10,164.47,177.46,280.10,524.63,176.06,416.94,204.79,180.31
16/5/2024,167.86,63.32,154.28,64.01,420.99,189.84,273.51,342.73,59.90,473.23,94.36,610.52,162.62,174.84,279.84,521.27,174.18,413.12,202.47,182.19
15/5/2024,166.51,63.13,152.67,59.83,423.08,189.72,273.87,348.67,61.13,481.54,94.63,613.52,159.67,173.99,281.50,517.55,172.51,412.76,202.11,183.11
14/5/2024,165.76,63.10,151.38,59.86,416.56,187.43,270.66,340.50,59.73,471.85,91.36,613.66,153.16,177.55,277.74,513.88,170.34,410.24,201.51,179.46
13/5/2024,165.87,63.58,151.22,60.41,413.72,186.28,271.32,340.96,59.76,468.01,90.40,616.59,150.56,171.89,279.39,511.74,169.14,411.22,198.73,179.87
10/5/2024,166.85,63.26,149.91,60.48,414.74,183.05,275.00,346.43,58.03,476.20,89.88,610.87,151.92,168.47,280.74,512.81,168.65,412.05,198.77,180.90
9/5/2024,166.04,62.88,149.85,60.44,412.32,184.57,267.95,347.44,57.28,475.42,88.75,612.09,152.39,171.97,278.54,507.03,169.96,408.82,197.50,179.79
8/5/2024,165.07,62.85,148.95,60.30,410.54,182.74,268.49,338.83,57.51,472.60,90.41,609.47,153.62,174.72,277.19,503.21,169.38,406.37,195.65,178.06
7/5/2024,165.76,62.62,148.72,60.62,409.34,182.40,267.50,340.69,58.31,468.24,90.55,606.00,154.43,177.81,276.46,500.96,171.25,406.14,191.75,177.41
6/5/2024,164.44,62.35,148.58,59.87,413.54,181.71,269.30,342.29,59.50,465.68,92.14,596.97,155.78,184.76,272.67,494.38,168.10,404.92,192.00,178.02
3/5/2024,164.46,62.17,149.27,59.82,406.66,183.38,270.32,342.85,59.80,451.96,88.79,579.34,150.60,181.19,268.49,492.45,167.24,400.87,190.51,175.82
2/5/2024,163.84,61.99,149.92,59.71,397.84,173.03,273.28,335.53,58.76,441.68,85.82,565.15,146.16,180.01,267.61,492.97,166.62,400.60,191.66,176.15
1/5/2024,163.40,61.93,151.18,58.85,394.94,169.30,274.43,331.97,57.30,439.19,83.04,551.71,144.27,179.99,267.32,484.11,163.86,398.58,191.86,175.45
30/4/2024,163.20,61.77,144.59,59.35,389.33,170.33,273.04,334.22,56.60,430.17,86.40,550.64,158.38,183.28,268.61,483.70,162.78,396.73,191.74,175.15
29/4/2024,161.66,62.04,146.82,60.24,402.25,173.50,273.55,336.80,57.10,432.62,87.76,559.49,160.20,194.05,271.84,489.03,166.15,400.96,193.28,175.91
26/4/2024,161.29,61.74,146.14,60.16,406.32,169.30,273.09,335.09,57.20,443.29,87.74,561.23,157.40,168.29,274.52,495.35,171.95,402.10,193.49,176.14
25/4/2024,162.55,61.74,146.82,60.21,399.04,169.89,275.60,331.98,57.35,441.38,82.63,564.80,153.76,170.18,275.16,493.86,156.00,404.91,193.37,175.58
24/4/2024,162.60,61.55,148.53,59.87,409.06,169.02,276.75,333.01,57.29,493.50,79.68,555.12,151.74,162.13,275.02,487.30,159.13,405.95,193.08,176.68
23/4/2024,161.50,60.64,149.56,59.09,407.57,166.90,276.88,339.00,56.71,496.10,82.42,577.75,152.27,144.68,274.11,486.18,158.26,408.74,192.14,177.41
22/4/2024,160.54,60.55,149.12,60.14,400.96,165.84,275.58,336.11,55.84,481.73,79.52,554.60,148.64,142.05,272.33,491.23,156.28,408.78,189.41,171.22
19/4/2024,158.14,60.17,147.91,59.53,399.12,165.00,271.99,335.36,55.70,481.07,76.20,555.04,146.64,147.05,269.78,501.13,154.09,405.08,185.80,176.46
18/4/2024,157.29,58.91,145.74,59.26,404.27,167.04,270.98,332.89,57.04,501.80,84.67,610.56,155.08,149.93,271.37,493.18,156.01,399.89,181.25,174.13
17/4/2024,156.96,58.51,144.77,59.65,411.84,168.00,269.95,332.83,58.06,494.17,84.04,613.69,154.02,155.45,272.69,478.99,155.47,397.74,180.08,172.27
16/4/2024,155.95,58.06,144.45,59.84,414.58,169.38,265.43,334.83,57.74,499.76,87.42,617.52,163.46,157.11,271.35,468.89,154.40,396.92,180.80,169.48
15/4/2024,155.45,58.14,147.59,59.93,413.64,172.69,266.23,337.93,56.67,500.23,86.00,607.15,160.32,161.48,271.28,445.63,154.86,400.26,182.89,167.50
12/4/2024,155.33,58.28,147.52,60.14,421.90,176.55,267.39,342.87,58.90,511.90,88.19,622.83,163.28,171.05,275.96,439.20,157.73,403.26,182.79,166.95
11/4/2024,155.84,59.05,148.79,60.09,427.93,175.04,268.62,347.37,59.48,523.16,90.62,628.78,170.50,174.60,275.68,441.72,159.41,407.61,195.43,168.10
10/4/2024,157.24,58.92,150.20,60.62,423.26,167.78,268.67,350.56,59.25,519.83,87.04,618.58,167.14,171.76,274.48,450.05,156.14,409.11,195.47,168.36
9/4/2024,156.66,59.72,152.29,59.79,426.28,169.67,269.44,361.42,60.14,516.90,85.35,618.20,170.78,176.88,276.72,459.72,156.60,414.69,197.15,168.95
8/4/2024,156.04,59.27,151.59,59.78,424.59,168.45,267.56,362.05,59.66,519.25,87.13,628.41,169.90,172.98,277.76,456.00,154.85,415.97,198.48,170.61
5/4/2024,156.10,59.51,152.39,59.85,425.52,169.58,266.69,357.87,59.47,527.34,88.01,636.18,170.42,164.90,277.14,455.74,152.50,418.62,197.45,169.58
4/4/2024,155.45,59.30,152.50,59.50,417.88,168.82,270.09,357.68,58.80,510.92,85.90,617.14,165.83,171.11,274.00,455.38,150.53,415.32,195.65,169.14
3/4/2024,156.15,59.83,154.26,59.43,420.45,169.65,275.54,359.90,60.55,506.74,88.96,630.08,180.77,168.38,276.96,459.74,154.92,420.24,198.30,169.65
2/4/2024,160.57,60.15,157.73,59.16,421.44,168.84,277.74,363.00,58.59,497.37,89.45,614.21,178.70,166.63,278.44,458.14,154.56,418.92,198.86,169.68
1/4/2024,160.58,60.68,157.78,60.00,424.57,170.03,280.22,368.03,58.23,491.35,90.36,614.31,183.34,175.22,278.28,489.70,155.49,420.20,198.94,171.44
28/3/2024,162.25,61.18,158.19,60.17,420.72,171.48,281.95,383.60,59.55,485.58,90.36,607.33,180.49,175.79,279.08,494.70,150.93,420.52,200.30,172.98
27/3/2024,162.61,61.03,157.96,60.72,421.43,173.31,282.02,385.89,59.27,493.86,90.25,613.53,179.59,179.83,279.02,493.10,150.87,416.93,199.52,175.01
26/3/2024,160.55,60.54,155.77,60.51,421.65,169.71,278.62,379.93,58.00,495.89,92.56,629.24,177.87,177.67,280.60,492.31,150.67,411.57,195.73,173.57
25/3/2024,160.19,60.40,155.22,60.57,422.86,170.85,278.62,383.51,58.63,503.02,95.00,627.46,178.63,172.63,281.21,485.88,150.07,409.92,194.82,172.73
22/3/2024,161.66,60.49,155.23,60.87,428.74,172.28,282.63,390.28,58.27,509.58,94.29,628.01,179.65,170.83,283.26,490.07,150.77,411.60,196.62,172.60
21/3/2024,161.86,60.47,155.75,61.45,429.37,171.37,283.53,395.20,58.70,507.76,91.43,622.71,178.68,172.82,290.37,491.69,147.60,413.78,199.06,172.02
20/3/2024,161.99,60.75,155.76,61.25,425.23,178.67,284.45,384.41,58.54,505.52,90.37,627.69,179.73,175.66,289.28,494.23,148.74,416.11,196.33,172.45
19/3/2024,161.83,60.23,156.21,60.87,421.41,176.08,282.87,379.41,58.95,496.24,89.40,620.74,181.42,171.32,287.35,493.32,147.03,411.76,193.79,171.86
18/3/2024,161.21,60.13,156.76,60.86,417.32,173.72,278.58,371.91,58.12,496.98,88.46,618.39,190.65,173.80,285.05,487.05,147.68,408.41,192.66,171.80
15/3/2024,161.38,59.88,158.18,60.68,416.42,172.62,279.14,373.23,56.77,484.10,87.84,605.88,191.06,163.57,283.04,490.82,141.18,408.13,190.30,171.26
14/3/2024,161.50,60.50,159.21,61.02,425.22,173.00,281.73,375.27,57.46,491.83,87.94,613.01,187.06,162.50,286.41,489.00,143.10,406.73,187.97,164.66
13/3/2024,162.30,61.12,161.10,61.28,415.10,171.13,282.86,378.99,59.41,495.57,90.89,609.45,194.79,169.48,285.14,488.00,139.79,408.13,191.38,164.78
12/3/2024,161.93,60.50,162.74,61.41,415.28,173.23,294.31,374.54,58.48,499.75,91.91,611.08,202.76,177.54,283.92,489.35,138.50,404.98,189.84,165.30
11/3/2024,161.55,60.24,161.23,60.66,404.52,172.75,294.82,371.52,57.98,483.59,85.77,600.93,198.39,177.77,280.56,489.15,137.67,404.76,188.29,164.54
8/3/2024,160.35,59.52,159.52,60.12,406.22,170.73,292.55,373.35,55.97,505.95,87.53,604.82,207.39,175.34,280.04,476.57,135.41,403.15,188.22,164.73
7/3/2024,160.62,59.44,158.87,60.36,409.14,169.00,291.11,376.55,53.56,512.19,92.67,608.51,211.38,178.65,278.26,478.78,134.38,402.39,187.87,163.05
6/3/2024,159.57,59.55,159.34,60.57,402.09,169.12,292.93,377.44,52.47,496.09,88.70,597.69,210.63,176.54,280.43,472.60,131.40,403.96,189.53,163.11
5/3/2024,159.32,59.52,159.97,60.04,402.65,170.12,292.54,378.45,51.78,490.22,85.96,598.50,205.13,180.74,279.38,473.15,132.67,400.74,188.55,163.00
4/3/2024,159.56,59.81,159.84,59.30,414.92,175.10,290.94,380.37,53.55,498.19,85.24,615.83,205.36,188.14,280.53,481.87,133.35,403.39,186.68,162.04
1/3/2024,158.85,59.53,162.12,58.76,415.50,179.66,290.73,384.45,54.58,502.30,82.28,619.34,202.64,202.64,283.16,489.53,137.14,407.11,185.29,165.37
29/2/2024,158.94,60.02,161.38,58.61,413.64,180.75,292.28,380.61,53.27,490.13,79.11,602.92,192.53,201.88,282.64,493.60,138.46,409.40,186.06,164.59
28/2/2024,160.05,60.40,161.55,59.62,407.72,181.42,295.19,377.61,52.77,484.02,77.66,596.48,176.54,202.04,285.63,498.28,136.38,412.14,184.38,165.34
27/2/2024,159.30,60.34,160.98,59.59,407.48,182.63,293.76,375.56,52.11,487.05,78.70,601.67,178.00,199.73,283.17,513.42,138.88,408.91,183.45,167.03
26/2/2024,160.22,60.71,160.79,59.60,407.54,181.16,297.12,371.60,51.80,481.74,79.09,587.65,176.01,199.40,284.15,525.32,137.57,409.14,183.36,168.16
23/2/2024,161.03,61.20,161.84,58.52,410.34,182.52,297.75,371.96,51.73,484.03,78.82,583.56,176.52,191.97,283.60,527.24,143.96,417.22,183.99,168.26
22/2/2024,160.56,61.15,160.45,58.47,411.65,184.37,295.92,371.34,50.14,486.13,78.54,588.47,181.86,197.41,283.75,526.50,144.09,415.16,183.07,169.60
21/2/2024,160.40,61.24,158.68,57.90,402.18,182.32,293.91,364.13,50.08,468.03,67.47,573.35,164.29,194.77,276.76,521.97,142.55,409.25,180.90,168.25
20/2/2024,158.51,60.70,157.86,58.62,402.79,181.56,292.65,362.57,49.98,471.75,69.45,575.13,165.69,193.76,275.15,521.06,141.12,407.15,179.73,168.83
16/2/2024,157.51,59.39,156.55,56.79,404.06,182.31,292.02,362.35,50.22,473.32,72.61,583.95,173.87,199.95,278.56,521.55,140.52,405.99,179.03,168.65
15/2/2024,157.01,59.40,157.92,56.43,406.56,183.86,291.86,361.08,51.51,484.03,72.66,593.46,176.76,200.45,280.98,520.88,142.77,403.45,179.87,166.32
14/2/2024,155.63,59.29,155.74,56.20,409.49,184.15,288.17,358.23,51.09,473.28,73.90,579.33,178.70,188.71,277.56,516.94,145.94,398.68,176.03,167.86
13/2/2024,156.27,59.35,156.47,56.38,406.32,185.04,287.11,357.59,50.52,460.12,72.13,554.52,171.54,184.02,275.81,516.85,145.14,394.80,174.26,167.52
12/2/2024,157.11,59.70,157.85,56.77,415.26,187.15,289.44,365.45,51.57,468.90,72.25,557.85,171.91,188.13,275.07,517.64,147.53,397.71,175.79,168.88
9/2/2024,157.42,59.56,156.76,56.43,420.55,188.85,289.47,363.15,51.18,468.11,72.13,561.32,172.48,193.57,276.43,518.22,149.00,398.36,175.01,170.61
8/2/2024,158.64,59.83,156.40,56.46,414.11,188.32,291.93,363.72,51.15,470.00,69.64,558.53,169.35,189.56,275.78,520.09,145.91,397.49,174.80,167.67
7/2/2024,159.12,59.99,157.98,56.46,414.05,189.41,287.33,362.69,51.31,469.59,70.10,559.30,170.94,187.58,279.39,519.39,145.54,397.66,175.43,173.85
6/2/2024,158.96,59.94,158.06,56.60,405.49,189.30,284.65,356.25,52.17,454.72,68.22,555.88,167.88,185.10,276.76,510.67,144.10,393.74,175.10,171.47
5/2/2024,158.21,60.04,155.80,56.22,405.65,187.68,285.97,355.14,53.21,459.41,69.33,562.06,174.23,181.06,275.58,502.96,143.68,390.76,174.50,171.42
