Date,PG,KO,JNJ,WMT,MSFT,AAPL,MCD,HD,DOCU,META,NVDA,NFLX,AMD,TSLA,V,UNH,GOOGL,BRKb,JPM,PEP
2/2/2024,158.09,60.54,156.61,56.52,411.22,185.85,297.05,357.23,58.12,474.99,66.16,564.64,177.66,187.91,277.18,510.23,142.38,390.75,174.73,170.92
1/2/2024,159.18,60.98,158.36,56.10,403.78,186.86,298.08,360.07,58.93,394.78,63.03,567.51,170.48,188.86,277.05,507.14,141.16,386.44,173.73,170.97
31/1/2024,157.14,59.49,158.90,55.08,397.58,184.40,292.72,352.96,60.92,390.14,61.53,564.11,167.69,187.29,273.26,511.74,140.10,383.74,174.36,171.70
30/1/2024,157.49,59.90,158.77,55.20,408.59,188.04,294.65,357.10,61.61,400.06,62.77,562.85,172.06,191.59,277.15,503.61,151.46,387.15,176.27,168.53
29/1/2024,156.16,59.73,159.36,55.01,409.72,191.73,292.31,355.70,63.35,401.02,62.47,575.79,177.83,190.93,273.66,504.54,153.51,383.18,172.73,169.62
26/1/2024,156.14,59.37,159.50,54.76,403.93,192.42,292.26,355.30,62.63,394.14,61.03,570.42,177.25,183.25,267.94,503.20,152.18,385.40,172.28,168.15
25/1/2024,155.62,59.16,159.56,54.28,404.87,194.17,297.21,350.97,62.47,393.18,61.62,562.00,180.33,182.63,272.61,493.40,151.87,380.85,172.94,167.86
24/1/2024,152.12,58.91,158.96,53.50,402.56,194.50,300.44,347.27,62.47,390.70,61.36,544.87,178.29,207.83,271.65,513.23,148.70,376.59,170.50,166.56
23/1/2024,153.98,59.85,159.81,54.27,398.90,195.18,300.05,350.78,62.33,385.20,59.87,492.19,168.42,209.14,271.26,515.52,147.04,372.14,168.99,165.60
22/1/2024,147.86,59.57,162.47,54.13,396.51,193.89,298.41,356.69,62.01,381.78,59.65,485.71,168.18,208.80,271.20,512.99,145.99,368.06,170.11,167.64
19/1/2024,147.57,59.83,161.68,54.13,398.67,191.56,300.53,362.41,63.20,383.45,59.49,482.95,174.23,212.19,270.90,503.56,146.38,366.99,170.31,165.11
18/1/2024,148.14,60.16,161.21,54.41,393.87,188.63,294.36,357.90,61.26,376.13,57.11,485.31,162.67,211.88,268.14,516.34,143.48,362.38,167.42,165.78
17/1/2024,149.94,59.99,160.43,53.69,389.47,182.68,291.16,355.70,61.65,368.37,56.05,480.33,160.17,215.55,266.63,524.94,141.47,359.29,167.09,167.17
16/1/2024,149.79,59.99,160.52,53.94,390.27,183.63,291.09,358.43,62.65,367.46,56.38,481.24,158.74,219.91,265.24,519.15,142.49,361.10,167.99,166.44
12/1/2024,150.60,60.39,162.39,53.77,388.47,185.92,293.47,355.71,63.55,374.49,54.71,492.16,146.56,218.89,264.17,521.51,142.65,363.62,169.05,166.17
11/1/2024,150.51,59.81,161.15,53.70,384.63,185.59,294.15,356.53,61.35,369.67,54.82,492.23,148.02,227.22,264.03,539.68,142.08,363.34,170.30,167.27
10/1/2024,149.94,60.20,161.87,53.76,382.77,186.19,294.09,356.80,56.11,370.47,54.35,478.33,148.54,233.94,264.56,537.64,142.28,367.92,171.02,166.13
9/1/2024,149.30,60.00,161.63,53.10,375.79,185.14,290.87,346.19,56.09,357.43,53.14,482.09,149.26,234.96,263.33,538.37,140.95,366.90,170.66,166.92
8/1/2024,148.69,60.11,161.53,52.75,374.69,185.56,291.90,347.93,55.66,358.66,52.25,485.03,146.18,240.45,262.54,536.52,138.84,368.18,172.02,167.17
5/1/2024,147.42,59.67,161.13,52.24,367.75,181.18,288.99,342.94,54.64,351.95,49.10,474.06,138.58,237.49,259.69,537.38,135.73,365.59,172.27,169.11
4/1/2024,148.65,59.76,160.63,52.59,367.94,181.91,291.74,338.59,54.97,347.12,48.00,474.67,136.01,237.93,259.61,545.42,136.39,363.68,171.41,168.94
3/1/2024,147.84,59.96,160.97,53.10,370.60,184.25,294.39,338.26,55.03,344.47,47.57,470.26,135.32,238.45,257.98,542.03,138.92,366.75,171.33,171.47
2/1/2024,148.74,59.82,159.97,53.10,370.87,185.64,297.04,345.08,57.02,346.29,48.17,468.50,138.58,248.42,258.87,539.34,138.17,362.46,172.08,172.95
29/12/2023,146.54,58.93,156.74,52.55,376.04,192.53,296.51,346.55,59.45,353.96,49.52,486.88,147.41,248.48,260.35,526.47,139.69,356.66,170.10,172.91
28/12/2023,145.73,58.75,156.58,52.52,375.28,193.58,295.84,347.36,60.20,358.32,49.52,490.51,148.76,253.18,260.40,524.90,140.23,357.57,170.30,169.84
27/12/2023,146.06,58.71,156.35,52.63,374.07,193.15,294.55,348.53,59.76,357.83,49.42,491.79,146.07,261.44,258.93,522.79,140.37,356.95,169.40,169.39
26/12/2023,145.94,58.56,156.14,52.14,374.66,193.05,292.86,349.31,60.39,354.83,49.28,491.19,143.41,256.61,259.16,520.03,141.52,356.83,168.39,169.40
22/12/2023,145.28,58.32,155.46,52.22,374.58,193.60,291.70,348.59,60.69,353.39,48.83,486.76,139.60,252.54,258.43,520.31,141.49,356.47,167.40,168.86
21/12/2023,144.26,57.99,154.84,51.60,373.54,194.68,291.39,348.97,60.47,354.09,48.99,491.61,139.91,254.50,259.54,519.88,140.42,356.14,167.50,167.68
20/12/2023,143.91,57.61,153.27,51.24,370.62,194.83,288.99,348.66,59.63,349.28,48.11,489.27,135.47,247.14,257.11,515.93,138.34,355.35,166.55,166.97
19/12/2023,146.17,58.83,156.46,51.84,373.26,196.94,290.73,352.07,62.43,350.36,49.60,495.02,140.15,257.22,259.99,524.04,136.65,361.80,168.45,165.69
18/12/2023,146.17,59.02,155.44,51.66,372.65,195.89,290.23,350.81,61.54,344.62,50.08,486.12,138.90,252.08,258.37,526.55,135.80,359.65,166.23,167.95
15/12/2023,143.96,58.60,155.16,50.91,370.73,197.57,287.27,354.00,63.11,334.92,48.89,472.06,139.15,253.50,258.03,531.12,132.60,356.50,165.23,168.91
14/12/2023,144.66,59.04,156.87,50.72,365.93,198.11,290.02,351.81,56.12,333.17,48.35,469.83,138.00,251.05,258.73,534.24,131.94,358.12,163.99,167.00
13/12/2023,148.58,59.93,155.79,51.35,374.37,197.96,295.93,343.40,56.15,334.74,48.09,479.98,138.19,239.29,262.38,549.01,132.57,362.03,161.06,168.25
12/12/2023,145.94,59.42,155.07,50.45,374.38,194.71,291.42,333.20,56.00,334.22,47.66,463.00,137.61,237.01,259.56,545.72,132.52,360.02,160.52,172.01
11/12/2023,145.82,59.04,155.06,50.41,371.30,193.18,289.15,331.33,53.72,325.28,46.63,459.89,134.41,239.74,256.52,543.68,133.29,357.06,159.10,168.47
8/12/2023,145.15,58.61,154.42,50.29,374.23,195.71,285.53,326.47,49.73,332.75,47.51,453.76,128.92,243.84,255.74,549.77,134.99,353.08,158.52,167.82
7/12/2023,146.50,58.74,155.40,50.82,370.95,194.27,286.79,326.17,47.44,326.59,46.60,452.00,128.37,242.64,255.82,548.27,136.93,352.70,156.79,165.68
6/12/2023,146.65,58.60,156.62,51.35,368.80,192.32,286.86,326.11,47.36,317.45,45.50,446.73,116.82,239.37,254.29,549.53,130.02,352.38,156.31,167.46
5/12/2023,146.76,58.66,158.55,51.91,372.52,193.42,286.54,323.50,46.06,318.29,46.57,455.15,118.38,238.72,254.61,550.26,130.99,355.03,157.97,167.51
4/12/2023,152.06,58.57,158.88,51.43,369.14,189.43,286.13,324.02,45.88,320.02,45.51,453.90,118.57,235.58,254.44,548.28,129.27,356.66,157.99,167.94
1/12/2023,152.66,58.64,158.38,51.45,374.51,191.24,285.96,319.62,45.99,324.82,46.76,465.74,121.39,238.83,256.45,547.16,131.86,357.07,156.84,169.14
30/11/2023,153.52,58.44,154.66,51.90,378.91,189.95,281.84,313.49,43.10,327.15,46.77,473.97,121.16,240.08,256.68,552.97,132.53,360.00,156.08,168.69
29/11/2023,151.13,58.23,152.11,52.03,378.85,189.37,280.38,311.02,43.62,332.20,48.14,477.19,123.85,244.14,254.23,534.98,134.99,358.69,154.32,168.29
28/11/2023,152.29,58.58,151.63,52.88,382.70,190.40,282.09,313.34,42.71,338.99,47.82,479.00,122.01,246.72,252.94,540.53,137.20,360.05,153.54,167.16
27/11/2023,151.24,58.46,151.28,52.26,378.61,189.79,281.84,310.92,42.35,334.70,48.24,479.17,122.65,236.08,254.14,543.59,136.41,361.34,153.19,168.86
24/11/2023,151.38,58.57,152.50,52.02,377.43,189.97,282.54,310.70,42.74,338.23,47.78,479.56,122.31,235.45,254.30,547.10,136.69,362.68,153.54,168.32
22/11/2023,151.02,58.42,150.82,51.56,377.85,191.31,281.93,309.20,42.26,341.49,48.72,478.00,122.51,234.21,253.72,543.76,138.49,361.80,153.33,169.37
21/11/2023,149.61,58.03,151.12,51.95,373.07,190.64,280.47,305.34,42.50,336.98,49.94,474.95,119.16,241.20,252.23,539.59,136.97,361.00,152.97,169.22
20/11/2023,150.27,57.40,149.91,51.77,377.44,191.45,279.03,308.19,43.80,339.97,50.41,474.47,121.53,235.60,249.97,535.10,136.25,361.33,153.29,167.80
17/11/2023,151.07,57.26,149.79,51.78,369.85,189.69,275.75,307.27,42.95,335.04,49.30,465.91,120.62,234.30,249.56,536.29,135.31,358.93,152.82,166.52
16/11/2023,152.83,57.15,150.10,52.01,376.17,189.71,276.12,306.44,42.62,334.19,49.48,466.95,119.83,233.59,248.57,539.82,136.93,359.86,151.45,166.76
15/11/2023,151.42,57.21,148.80,56.59,369.67,188.01,270.39,308.19,43.38,332.71,48.89,461.94,118.00,242.84,248.11,538.41,134.62,356.79,149.74,167.71
14/11/2023,152.12,57.10,147.66,55.88,370.27,187.44,271.49,303.63,42.73,336.31,49.66,448.65,119.88,237.41,246.94,540.46,133.62,354.25,148.44,167.25
13/11/2023,152.46,56.93,147.63,55.89,366.68,184.80,269.20,288.07,41.12,329.19,48.62,444.62,116.79,223.71,244.67,542.57,132.09,350.01,145.78,168.11
10/11/2023,151.41,56.72,147.25,55.40,369.67,186.40,267.79,291.59,40.98,328.77,48.33,447.24,118.59,214.65,245.25,541.21,132.59,350.56,146.43,167.77
9/11/2023,150.35,56.66,147.42,54.64,360.69,182.41,266.91,287.87,40.04,320.55,46.95,435.15,113.49,209.98,241.64,539.00,130.24,348.18,144.29,166.92
8/11/2023,150.01,57.09,150.35,54.77,363.20,182.89,267.49,295.92,41.13,319.78,46.57,436.65,113.59,222.11,243.91,536.73,131.84,346.30,144.72,166.16
7/11/2023,150.59,57.18,150.90,55.22,360.53,181.82,268.67,294.77,41.08,318.82,45.96,434.61,113.45,222.18,244.77,537.83,130.97,346.17,144.01,167.39
6/11/2023,150.94,56.97,151.70,54.96,356.53,179.23,268.91,294.57,40.41,315.80,45.75,434.74,111.75,219.27,243.49,533.46,130.25,346.63,144.08,167.18
3/11/2023,150.07,56.74,151.34,54.89,352.80,176.65,267.87,295.61,41.09,314.60,45.01,432.36,112.25,219.96,243.60,530.90,129.10,351.81,143.00,166.70
2/11/2023,151.44,57.09,150.24,55.17,348.32,177.57,266.85,294.53,39.88,310.87,43.51,424.71,107.83,218.51,243.25,536.13,127.49,349.02,141.42,166.79
1/11/2023,149.61,56.44,148.69,54.96,346.07,173.97,261.97,286.63,38.69,311.85,42.33,420.19,108.04,205.66,238.58,531.60,126.45,343.75,138.94,166.83
31/10/2023,150.03,56.49,148.34,54.47,338.11,170.77,262.17,284.69,38.88,301.27,40.78,411.69,98.50,200.84,235.10,535.56,124.08,341.33,139.06,164.87
30/10/2023,149.26,56.15,147.03,54.34,337.31,170.29,260.15,281.48,38.77,302.66,41.16,410.08,96.18,197.36,233.08,529.99,124.46,337.41,137.42,163.28
27/10/2023,147.16,55.24,145.60,53.72,329.81,168.22,255.76,276.46,38.53,296.73,40.50,397.87,96.43,207.30,229.27,524.66,122.17,331.71,135.69,162.28
26/10/2023,149.80,55.78,149.00,53.92,327.89,166.89,255.83,278.00,38.96,288.35,40.33,403.54,93.67,205.76,231.28,528.36,122.28,336.16,140.76,159.62
25/10/2023,150.60,56.12,151.57,54.25,340.67,171.10,258.03,280.93,39.39,299.53,41.78,411.25,96.06,212.42,236.85,530.21,125.61,336.90,140.40,161.41
24/10/2023,149.90,55.64,151.23,54.42,330.53,173.44,257.27,283.31,40.54,312.55,43.66,413.73,101.67,216.52,234.65,525.00,138.81,338.63,141.17,162.35
23/10/2023,148.15,54.08,151.39,53.67,329.32,173.00,254.75,285.07,40.08,314.01,42.97,406.84,100.01,212.08,231.53,521.57,136.50,336.84,141.00,162.19
20/10/2023,148.05,54.57,153.00,52.92,326.67,172.88,258.11,286.41,40.27,308.65,41.39,400.96,101.81,211.99,233.38,527.03,135.60,335.86,142.95,160.08
19/10/2023,148.25,54.35,152.32,53.59,331.32,175.46,258.38,286.77,41.14,312.81,42.10,401.77,102.40,220.11,233.81,531.63,137.75,338.66,145.29,160.00
18/10/2023,150.03,54.05,152.73,53.85,330.11,175.84,256.03,290.24,41.65,316.97,42.20,346.19,102.17,242.68,237.47,536.06,137.96,340.89,145.91,160.56
17/10/2023,146.26,54.07,156.09,53.81,332.06,177.15,251.14,295.94,42.48,324.00,43.94,355.72,105.14,254.85,241.20,536.65,139.72,345.39,147.53,162.03
16/10/2023,146.07,53.43,157.53,53.74,332.64,178.72,249.94,297.33,41.67,321.15,46.10,360.82,106.46,253.92,240.07,538.03,139.10,346.23,147.85,160.37
13/10/2023,144.69,52.89,156.85,53.28,327.73,178.85,248.31,291.92,40.57,314.69,45.46,355.68,105.09,251.12,237.67,539.40,137.36,345.09,148.00,161.08
12/10/2023,143.32,52.81,156.33,52.98,331.16,180.71,246.19,293.02,40.45,324.16,46.94,361.20,108.79,258.87,236.78,525.54,138.97,345.66,145.81,160.00
11/10/2023,143.00,53.71,156.18,52.74,332.42,179.80,250.92,298.05,42.23,327.82,46.81,365.93,108.31,262.99,235.68,524.13,140.55,348.43,146.15,158.08
10/10/2023,144.78,54.03,158.36,52.53,328.39,178.39,251.52,299.22,42.35,321.84,45.80,373.32,109.01,263.62,236.60,524.24,138.06,348.56,145.65,162.62
9/10/2023,143.36,52.88,158.54,51.95,329.82,178.99,249.92,295.36,42.38,318.36,45.27,385.95,106.97,259.67,234.44,526.51,138.42,345.45,144.77,164.40
6/10/2023,144.09,53.14,157.64,52.14,327.26,177.49,248.22,292.82,42.13,315.43,45.76,381.51,107.24,260.53,235.04,524.81,137.58,346.34,145.10,161.36
5/10/2023,143.80,52.38,157.14,53.03,319.36,174.91,252.23,291.70,41.04,304.79,44.69,372.59,102.91,260.05,233.48,516.23,135.07,345.06,142.90,160.29
4/10/2023,145.97,55.04,155.52,53.67,318.95,173.66,255.81,292.39,41.44,305.58,44.04,376.90,104.07,261.16,231.22,510.62,135.24,343.69,143.35,160.10
3/10/2023,145.49,54.88,155.34,53.03,313.39,172.40,254.49,291.94,41.52,300.94,43.52,376.75,100.08,246.53,228.81,509.47,132.43,343.04,142.71,168.91
2/10/2023,145.19,55.48,155.15,53.37,321.80,173.75,257.75,299.83,41.73,306.82,44.78,380.33,103.27,251.60,231.27,514.57,134.17,348.08,143.77,167.70
29/9/2023,145.86,55.98,155.75,53.31,315.75,171.21,263.44,302.16,42.00,300.21,43.50,377.60,102.82,250.22,230.01,504.19,130.86,350.30,145.02,169.17
28/9/2023,146.34,55.81,156.88,54.18,313.64,170.69,265.59,303.49,42.01,303.96,43.09,376.36,102.76,246.38,231.66,510.10,132.31,357.06,147.59,169.44
27/9/2023,147.34,55.95,157.11,53.91,312.79,170.43,263.64,301.82,41.32,297.74,42.47,377.59,98.07,240.50,229.50,503.73,130.54,357.78,145.78,169.50
26/9/2023,149.32,56.53,159.02,54.17,312.14,171.96,267.72,302.54,41.04,298.96,41.91,379.25,95.96,244.12,229.65,505.45,128.57,359.42,144.93,169.57
25/9/2023,150.66,57.00,160.26,54.36,317.54,176.08,269.78,306.49,41.50,300.83,42.22,384.80,97.38,246.99,233.36,510.28,131.11,361.71,146.45,172.52
22/9/2023,151.58,57.60,160.50,54.12,317.01,174.79,272.22,305.73,41.50,299.08,41.61,379.81,96.20,244.88,235.08,506.10,130.25,360.16,145.73,174.33
21/9/2023,152.14,57.54,161.66,53.97,319.53,173.93,271.22,306.76,42.19,295.73,41.02,384.15,96.11,255.70,236.61,501.14,130.44,363.28,147.14,175.27
20/9/2023,153.47,58.44,162.91,54.64,320.77,175.49,277.20,310.86,43.42,299.67,42.24,386.30,100.34,262.59,241.86,492.13,133.74,366.82,148.30,175.38
19/9/2023,153.60,58.18,162.20,54.46,328.65,179.07,278.13,314.61,43.69,305.07,43.52,396.20,101.61,266.50,243.56,480.66,138.04,370.48,148.93,178.38
18/9/2023,154.05,58.30,162.47,54.47,329.06,177.97,277.72,317.26,43.76,302.55,43.97,394.40,102.37,265.28,244.66,486.06,138.21,370.43,149.12,178.32
15/9/2023,153.47,57.94,161.45,54.88,330.22,175.01,278.23,321.40,43.95,300.31,43.90,396.94,101.49,274.39,241.07,486.70,137.40,367.86,148.81,179.38
14/9/2023,154.77,58.46,163.74,55.08,338.70,175.74,284.76,329.63,44.95,311.72,45.58,400.49,106.63,276.04,241.50,483.60,138.10,369.50,149.25,179.84
13/9/2023,153.09,58.44,163.99,54.85,336.06,174.21,281.77,325.88,45.48,305.06,45.49,412.24,107.71,271.30,247.83,479.84,136.71,367.82,146.41,181.23
12/9/2023,152.03,58.30,163.58,54.84,331.77,176.30,280.71,326.28,46.40,301.66,44.87,434.69,105.31,267.48,247.30,479.90,135.34,367.78,146.34,179.68
11/9/2023,154.75,58.88,162.66,54.78,337.94,179.36,279.76,328.37,47.01,307.56,45.18,445.36,105.32,273.58,247.22,479.38,136.92,365.52,144.46,178.27
8/9/2023,152.93,58.33,160.56,54.59,334.27,178.18,279.22,328.71,50.21,297.89,45.57,442.80,106.09,248.50,247.29,480.77,136.38,363.15,143.83,178.93
7/9/2023,153.59,58.33,160.03,54.49,329.91,177.56,278.33,328.42,52.13,298.67,46.24,443.14,106.59,251.49,247.14,484.81,135.26,361.80,143.72,176.27
6/9/2023,152.14,58.78,158.01,53.82,332.88,182.91,275.44,326.00,52.78,299.17,47.06,445.76,109.28,251.92,246.16,476.94,134.46,361.67,144.96,176.40
5/9/2023,152.44,58.82,160.68,53.42,333.55,189.70,279.16,327.78,52.27,300.15,48.55,448.68,110.78,256.49,245.34,480.81,135.77,360.47,145.20,174.73
1/9/2023,154.51,59.31,160.48,53.86,328.66,189.46,280.94,333.08,51.67,296.38,48.51,439.88,109.45,245.01,248.11,476.24,135.66,362.46,146.82,174.16
31/8/2023,154.34,59.83,161.68,54.20,327.76,187.87,281.15,330.30,50.30,295.89,49.35,433.68,105.72,258.08,245.68,476.58,136.17,360.20,146.33,175.32
30/8/2023,154.04,60.47,163.73,53.73,328.79,187.65,284.24,330.63,48.88,295.10,49.26,434.67,106.59,256.90,246.23,491.53,135.88,361.06,148.16,177.92
29/8/2023,153.87,60.50,164.31,53.35,328.41,184.12,283.59,329.38,47.95,297.99,48.78,429.99,105.92,257.18,245.34,492.83,134.57,358.29,148.76,181.08
28/8/2023,153.78,60.56,164.29,52.91,323.70,180.19,283.68,325.91,47.74,290.26,46.83,418.06,102.61,238.82,243.83,491.28,131.01,355.55,147.56,180.93
25/8/2023,153.54,60.39,166.25,52.61,322.98,178.61,284.58,322.86,48.29,285.50,46.02,416.03,102.25,238.59,242.57,489.12,129.88,355.93,147.05,180.25
24/8/2023,152.54,60.11,165.09,52.30,319.97,176.38,282.35,322.59,46.69,286.75,47.16,406.93,101.80,230.04,239.47,488.10,129.78,354.30,147.23,179.42
23/8/2023,153.25,60.27,164.53,52.70,327.00,181.12,281.87,326.09,48.16,294.24,47.12,427.55,109.43,236.86,242.30,489.44,132.37,354.26,147.37,177.18
22/8/2023,151.83,60.06,166.02,52.34,322.46,177.23,280.31,324.48,47.87,287.60,45.67,413.17,105.66,233.19,240.57,492.34,129.08,350.57,146.38,178.12
21/8/2023,151.77,60.43,167.35,52.50,321.88,175.84,280.04,324.06,47.97,289.90,46.97,408.29,108.22,231.28,239.46,497.68,128.37,352.09,149.48,175.70
18/8/2023,152.54,60.95,172.49,52.64,316.48,174.49,281.74,327.37,48.28,283.25,43.30,404.53,105.45,215.49,238.17,498.44,127.46,352.56,148.97,177.05
17/8/2023,152.11,60.61,174.01,51.90,316.88,174.00,281.86,327.28,47.62,285.09,43.34,403.00,104.44,219.22,237.37,493.96,129.92,353.19,148.63,178.18
16/8/2023,153.21,60.48,172.39,53.09,320.40,176.57,285.40,333.03,48.36,294.29,43.49,415.45,107.19,225.60,239.29,503.56,128.70,354.11,150.19,178.45
15/8/2023,154.79,60.47,172.94,53.06,321.86,177.45,288.30,332.14,48.54,301.95,43.94,423.70,111.35,232.96,239.83,506.69,129.78,354.50,150.83,181.21
14/8/2023,155.79,60.88,173.44,53.33,324.04,179.46,288.81,329.95,49.43,306.19,43.75,427.78,111.98,239.76,242.90,510.93,131.33,358.48,154.77,181.35
11/8/2023,157.02,61.17,173.85,53.73,321.01,177.79,288.62,331.11,49.22,301.64,40.85,421.66,107.57,242.65,240.04,508.01,129.56,358.35,154.45,183.62
10/8/2023,156.11,60.92,172.17,53.42,322.93,177.97,287.60,329.40,50.29,305.74,42.39,429.98,110.23,245.34,240.16,503.48,129.69,356.98,153.56,184.04
9/8/2023,156.89,61.06,173.07,53.64,322.23,178.19,288.23,328.21,50.70,305.21,42.55,428.90,110.47,242.19,239.76,502.11,129.66,358.02,153.79,183.75
8/8/2023,157.09,60.92,173.18,53.55,326.05,179.80,289.58,327.81,51.09,312.64,44.66,438.30,113.23,249.70,239.29,505.86,131.40,363.73,155.88,183.98
7/8/2023,156.92,61.19,173.10,53.50,330.11,178.85,291.40,329.17,51.51,316.56,45.42,440.76,116.81,251.45,241.51,510.74,131.53,362.58,156.76,184.44
4/8/2023,155.28,60.71,169.04,52.78,327.78,181.99,287.02,326.43,51.24,310.73,44.68,431.60,115.82,253.86,238.99,502.73,128.11,349.99,156.02,186.89
3/8/2023,157.00,61.64,170.64,53.09,326.66,191.17,291.02,329.85,52.25,313.19,44.51,431.00,113.15,259.32,238.76,504.86,128.45,353.81,156.35,184.60
2/8/2023,156.59,61.96,169.91,53.07,327.50,192.58,289.62,328.50,51.34,314.31,44.27,429.70,109.35,254.11,237.56,504.80,128.38,351.19,155.40,187.12
1/8/2023,156.25,61.77,168.89,53.04,336.34,195.60,291.07,332.07,52.99,322.71,46.51,438.62,117.60,261.07,239.78,504.74,131.55,352.26,157.18,188.31
31/7/2023,156.30,61.93,167.53,53.29,335.92,196.45,293.20,333.84,53.82,318.60,46.73,438.97,114.40,267.43,237.73,506.37,132.72,351.96,157.96,186.82
28/7/2023,156.41,62.48,174.48,53.30,338.37,195.83,294.03,331.37,52.86,325.48,46.75,425.78,112.96,266.44,235.75,502.91,132.58,349.81,156.91,187.46
27/7/2023,152.11,62.44,173.69,53.05,330.72,193.22,295.19,329.71,52.01,311.71,45.90,413.17,111.10,255.71,234.44,505.23,129.40,349.31,156.02,190.31
26/7/2023,153.94,63.05,172.72,53.25,337.77,194.50,291.75,329.59,52.53,298.57,45.45,422.67,110.09,264.35,237.10,508.00,129.27,349.80,157.76,188.53
25/7/2023,153.78,62.25,172.39,53.06,350.98,193.62,292.36,325.13,51.29,294.47,45.68,427.70,113.00,265.28,238.69,510.93,122.21,347.58,156.82,191.60
24/7/2023,153.42,62.46,171.08,53.10,345.11,192.75,295.31,325.11,51.82,291.61,44.61,428.37,110.61,269.06,240.74,508.68,121.53,349.63,158.00,191.36
21/7/2023,152.93,62.44,170.19,52.79,343.77,191.94,295.61,320.47,52.06,294.26,44.31,427.50,110.95,260.02,239.25,506.53,120.02,345.76,154.95,190.92
20/7/2023,150.56,62.39,168.38,52.49,346.87,193.13,297.13,319.09,51.72,302.52,45.52,437.42,110.25,262.90,239.62,504.24,119.20,346.61,156.15,190.16
19/7/2023,150.29,61.64,158.74,51.54,355.08,195.10,294.13,319.48,54.18,316.01,47.08,477.59,116.43,291.26,241.42,503.70,122.03,342.43,154.25,189.30
18/7/2023,149.27,60.57,159.06,51.52,359.49,193.73,293.82,316.76,53.84,312.05,47.49,474.80,117.93,293.34,240.77,500.00,123.76,345.34,153.66,186.26
17/7/2023,148.99,60.81,159.07,51.62,345.73,193.99,294.68,316.05,52.76,310.62,46.46,450.05,118.32,290.38,243.99,484.08,124.65,344.25,153.38,184.45
14/7/2023,150.05,60.90,159.87,51.55,345.24,190.69,294.94,316.50,52.72,308.87,45.47,441.91,115.94,281.38,243.16,480.17,125.42,341.09,149.77,185.63
13/7/2023,148.95,60.35,158.81,51.38,342.66,190.54,295.22,314.60,53.93,313.41,45.98,450.38,115.92,277.90,243.31,447.75,124.54,343.54,148.87,188.21
12/7/2023,148.85,59.84,158.08,51.68,337.20,189.77,295.61,317.52,51.80,309.34,43.90,444.05,114.58,271.99,242.21,451.70,118.93,345.35,148.15,187.53
11/7/2023,148.08,59.52,158.63,51.55,332.47,188.08,294.74,313.66,51.76,298.29,42.40,440.21,111.32,269.79,240.55,462.89,117.14,343.37,147.42,183.17
10/7/2023,148.86,59.31,159.51,51.63,331.83,188.61,294.49,310.28,51.11,294.10,42.18,441.71,113.58,269.61,238.16,463.05,116.45,341.13,145.15,183.98
7/7/2023,148.80,59.76,159.25,51.16,337.22,190.68,292.10,302.81,49.70,290.53,42.50,438.10,113.17,274.43,236.45,461.58,119.48,340.90,144.34,184.30
6/7/2023,151.99,60.56,161.60,52.37,341.27,191.81,294.92,302.02,49.44,291.99,42.10,438.84,113.48,276.54,238.88,469.36,120.11,341.46,143.21,183.08
5/7/2023,152.24,61.03,162.81,52.70,338.15,191.33,296.90,310.80,50.93,294.37,42.32,445.90,113.95,282.48,239.45,471.22,121.75,341.56,144.64,186.60
3/7/2023,152.50,60.58,163.35,52.73,337.99,192.46,294.84,310.02,51.80,286.02,42.41,441.44,115.82,279.82,237.97,477.88,119.90,342.00,146.61,186.58
30/6/2023,151.74,60.22,165.52,52.39,340.54,193.97,298.41,310.64,51.09,286.98,42.30,440.49,113.91,261.77,237.48,480.64,119.70,341.00,145.44,185.60
29/6/2023,149.38,60.02,164.10,51.43,335.05,189.59,294.47,307.82,51.22,281.53,40.82,428.24,111.24,257.50,234.32,476.44,119.10,336.91,143.43,185.22
28/6/2023,149.99,60.52,162.96,51.78,335.85,189.25,291.74,306.51,51.72,285.29,41.12,429.84,110.17,256.24,227.96,474.45,120.18,334.15,138.59,183.88
27/6/2023,150.02,61.09,163.29,51.50,334.57,188.06,291.30,313.74,50.93,287.05,41.88,417.08,110.39,250.21,227.34,482.56,118.33,335.34,139.20,183.70
26/6/2023,148.61,61.22,163.63,51.68,328.60,185.27,289.09,307.89,50.61,278.47,40.63,415.94,107.51,241.05,226.30,479.06,118.34,334.12,139.19,186.22
23/6/2023,148.46,61.20,165.48,51.82,335.02,186.68,289.91,300.81,50.08,288.73,42.21,424.02,110.01,256.60,229.55,477.00,122.34,335.25,138.85,184.89
22/6/2023,149.95,61.85,165.62,51.92,339.71,187.00,293.30,301.18,50.85,284.88,43.03,422.48,110.70,264.61,228.39,479.05,123.15,336.96,139.58,186.07
21/6/2023,149.44,61.43,163.88,51.49,333.56,183.96,294.52,300.70,50.70,281.64,43.04,424.45,112.11,259.46,227.25,476.75,120.55,338.61,142.32,187.35
20/6/2023,148.16,61.26,164.13,51.39,338.05,185.01,293.04,301.41,52.01,284.33,43.81,434.70,118.93,274.45,226.47,469.39,123.10,338.67,142.53,185.43
16/6/2023,149.54,61.67,164.23,51.84,342.33,184.92,293.70,300.38,53.85,281.00,42.69,431.96,120.08,260.54,228.91,458.49,123.53,338.31,143.26,185.31
